Time,SensorID,Rainfall,EMA10,Predict
2023-02-11,10,6.90,8.70,Safe
2023-02-12,11,33.30,0.00,Medium
2023-02-13,7,15.00,13.50,Safe
2023-02-14,8,14.20,13.60,Safe
2023-02-15,9,9.00,12.80,Safe
2023-02-16,5,12.80,12.80,Safe
2023-02-17,6,10.00,12.30,Safe
2023-02-18,1,11.70,12.20,Safe
2023-02-19,4,14.20,12.50,Safe
2023-02-20,12,4.80,11.10,Safe
2023-02-21,8,15.90,12.00,Safe
2023-02-22,3,10.20,11.70,Safe
2023-02-23,2,15.60,12.40,Safe
2023-02-24,10,11.90,0.00,Safe
2023-02-25,6,16.10,13.00,Safe
2023-02-26,11,19.60,13.00,Safe
2023-02-27,7,19.20,15.10,Medium
2023-02-28,5,20.30,16.00,Medium
2023-03-01,9,17.90,16.40,Medium
2023-03-02,8,41.40,18.80,High
2023-03-03,1,12.30,19.40,Medium
2023-03-04,12,12.60,18.10,Medium
2023-03-05,4,10.60,16.80,Medium
2023-03-06,10,3.80,14.40,Medium
2023-03-07,2,2.20,12.20,Safe
2023-03-08,7,20.60,13.70,Safe
2023-03-09,3,29.40,16.60,High
2023-03-10,6,9.90,15.40,Medium
2023-03-10,11,9.90,14.40,Medium
2023-03-11,4,6.60,11.80,Safe
2023-03-12,1,2.30,11.00,Safe
2023-03-13,9,3.10,9.60,Safe
2023-03-14,5,12.70,5.00,Safe
2023-03-15,8,12.20,10.50,Safe
2023-03-16,2,5.50,9.60,Safe
2023-03-17,12,14.30,10.50,Safe
2023-03-17,10,14.30,11.20,Safe
2023-03-18,7,17.90,0.00,Safe
2023-03-19,3,5.90,11.20,Safe
2023-03-20,6,37.00,12.50,Medium
2023-03-20,8,37.00,19.70,High
2023-03-21,5,9.70,17.90,Medium
2023-03-21,1,9.70,16.40,Medium
2023-03-22,9,20.20,17.10,Medium
2023-03-23,11,9.60,15.70,Medium
2023-03-24,7,28.60,18.10,High
2023-03-25,4,1.00,15.00,Medium
2023-03-26,2,16.90,15.30,Medium
2023-03-27,10,1.80,12.90,Safe
2023-03-28,3,2.30,10.90,Safe
2023-03-29,12,4.00,9.70,Safe
2023-03-30,6,11.60,10.00,Safe
2023-03-31,8,6.60,9.40,Safe
2023-04-01,7,11.10,9.70,Safe
2023-04-02,5,2.00,8.30,Safe
2023-04-03,11,3.30,7.40,Safe
2023-04-04,1,1.80,6.40,Safe
2023-04-05,9,0.10,5.20,Safe
2023-04-07,2,1.30,4.50,Safe
2023-04-08,4,2.00,4.10,Safe
2023-04-09,10,5.50,4.30,Safe
2023-04-10,12,0.40,3.60,Safe
2023-04-11,3,8.90,4.60,Safe
2023-04-12,11,4.70,4.60,Safe
2023-04-13,5,2.40,4.20,Safe
2023-04-14,7,3.60,4.10,Safe
2023-04-15,8,16.70,6.40,Safe
2023-04-16,6,7.00,6.50,Safe
2023-04-17,9,5.60,6.30,Safe
2023-04-18,1,15.40,8.00,Safe
2023-04-19,10,20.70,10.30,Safe
2023-04-20,3,33.30,14.50,High
2023-04-21,2,11.30,13.90,Safe
2023-04-22,4,13.60,13.80,Safe
2023-04-23,11,5.20,12.30,Safe
2023-04-24,5,19.10,13.50,Safe
2023-04-25,6,20.20,0.00,Safe
2023-04-26,12,23.60,0.00,Safe
2023-04-27,8,5.90,14.40,Medium
2023-04-28,10,9.00,13.50,Safe
2023-04-29,7,3.80,11.70,Safe
2023-04-30,9,10.10,11.40,Safe
2023-05-01,3,3.60,10.00,Safe
2023-05-02,1,10.40,11.10,Safe
2023-05-03,11,34.20,14.50,High
2023-05-03,2,34.20,18.00,High
2023-05-04,5,67.00,26.90,High
2023-05-05,6,18.70,19.70,Medium
2023-05-06,12,10.40,22.70,Medium
2023-05-07,4,34.20,24.80,High
2023-05-08,8,12.50,22.60,Medium
2023-05-09,11,1.60,18.80,Medium
2023-05-10,3,1.50,15.60,Medium
2023-05-11,2,1.00,13.00,Safe
2023-05-12,6,0.10,10.60,Safe
2023-05-13,10,28.40,13.90,Medium
2023-05-14,7,3.80,12.00,Safe
2023-05-15,9,2.50,10.30,Safe
2023-05-16,5,5.00,9.30,Safe
2023-05-17,12,2.80,8.10,Safe
2023-05-18,1,5.20,7.60,Safe
2023-05-19,4,4.70,7.10,Safe
2023-05-20,3,6.60,7.00,Safe
2023-05-21,10,2.50,6.20,Safe
2023-05-22,11,1.70,5.40,Safe
2023-05-23,8,6.20,5.50,Safe
2023-05-24,5,6.70,5.70,Safe
2023-05-25,9,11.50,6.80,Safe
2023-05-26,2,6.50,6.70,Safe
2023-05-27,1,4.20,6.30,Safe
2023-05-28,6,3.70,5.80,Safe
2023-05-29,12,2.70,5.20,Safe
2023-05-30,7,5.40,5.30,Safe
2023-05-31,4,1.20,4.50,Safe
2023-06-01,10,8.80,5.30,Safe
2023-06-02,3,5.40,5.30,Safe
2023-06-03,8,4.60,5.20,Safe
2023-06-04,9,4.20,5.00,Safe
2023-06-05,5,3.80,4.80,Safe
2023-06-06,11,8.70,5.50,Safe
2023-06-07,12,16.40,7.50,Safe
2023-06-08,6,10.60,8.00,Safe
2023-06-09,1,4.40,7.40,Safe
2023-06-10,2,4.50,6.90,Safe
2023-06-11,7,2.80,6.10,Safe
2023-06-12,4,1.90,5.40,Safe
2023-06-13,5,5.30,5.30,Safe
2023-06-14,10,10.90,6.40,Safe
2023-06-15,3,3.60,5.90,Safe
2023-06-16,8,5.10,5.70,Safe
2023-06-17,11,4.00,5.40,Safe
2023-06-18,2,4.30,5.20,Safe
2023-06-19,12,17.40,7.40,Safe
2023-06-20,9,11.60,8.20,Safe
2023-06-20,1,11.60,0.00,Safe
2023-06-21,4,7.20,8.50,Safe
2023-06-22,6,4.00,7.70,Safe
2023-06-23,5,11.10,8.30,Safe
2023-06-24,7,2.90,7.30,Safe
2023-06-25,2,2.50,6.40,Safe
2023-06-25,10,2.50,5.70,Safe
2023-06-26,3,2.30,5.10,Safe
2023-06-27,12,1.50,4.50,Safe
2023-06-28,11,3.80,4.30,Safe
2023-06-29,8,9.30,5.20,Safe
2023-06-30,9,4.40,5.10,Safe
2023-07-01,1,14.10,6.70,Safe
2023-07-02,5,1.70,5.80,Safe
2023-07-03,6,3.40,5.40,Safe
2023-07-04,7,4.90,5.30,Safe
2023-07-05,2,7.10,5.60,Safe
2023-07-06,4,21.30,8.50,Safe
2023-07-07,3,7.50,8.30,Safe
2023-07-08,12,13.80,9.30,Safe
2023-07-09,10,7.50,9.00,Safe
2023-07-10,5,12.90,9.70,Safe
2023-07-11,7,0.50,8.00,Safe
2023-07-12,11,3.20,7.10,Safe
2023-07-13,4,7.00,7.10,Safe
2023-07-14,9,7.60,7.20,Safe
2023-07-15,8,4.90,6.80,Safe
2023-07-16,1,2.30,6.00,Safe
2023-07-17,6,1.20,5.10,Safe
2023-07-19,3,2.00,4.50,Safe
2023-07-21,2,1.80,4.00,Safe
2023-07-22,12,5.30,4.30,Safe
2023-07-23,5,3.00,4.00,Safe
2023-07-24,10,1.80,3.60,Safe
2023-07-25,11,5.40,4.00,Safe
2023-07-26,4,9.40,4.90,Safe
2023-07-27,7,4.80,4.90,Safe
2023-07-28,1,10.80,6.00,Safe
2023-07-29,6,2.50,5.40,Safe
2023-07-30,12,2.50,4.80,Safe
2023-08-02,3,5.20,4.90,Safe
2023-08-03,8,5.80,5.10,Safe
2023-08-04,9,3.30,4.70,Safe
2023-08-05,2,3.20,4.50,Safe
2023-08-06,5,1.80,4.00,Safe
2023-08-07,7,2.00,3.60,Safe
2023-08-08,4,3.00,3.50,Safe
2023-08-09,10,3.60,3.50,Safe
2023-08-10,11,1.20,3.10,Safe
2023-08-11,1,1.30,2.80,Safe
2023-08-12,6,1.50,2.50,Safe
2023-08-13,8,1.20,2.30,Safe
2023-08-14,5,2.00,2.20,Safe
2023-08-15,2,1.60,2.10,Safe
2023-08-16,12,3.10,2.30,Safe
2023-08-17,9,1.50,2.20,Safe
2023-08-18,3,0.70,1.90,Safe
2023-08-19,7,2.40,2.00,Safe
2023-08-20,10,3.80,2.30,Safe
2023-08-21,4,0.80,2.00,Safe
2023-08-22,6,2.10,2.10,Safe
2023-08-23,12,5.10,2.60,Safe
2023-08-24,1,2.40,2.60,Safe
2023-08-25,2,3.70,2.80,Safe
2023-08-26,11,1.90,2.60,Safe
2023-08-27,8,4.60,3.00,Safe
2023-08-28,5,9.00,4.10,Safe
2023-08-29,9,6.40,4.50,Safe
2023-08-30,3,0.90,3.80,Safe
2023-08-31,6,0.60,3.30,Safe
2023-09-01,7,0.70,2.80,Safe
2023-09-02,4,2.10,2.70,Safe
2023-09-03,12,3.70,2.90,Safe
2023-09-05,10,0.10,2.40,Safe
2023-09-08,1,2.70,2.40,Safe
2023-09-09,11,4.80,2.80,Safe
2023-09-10,8,2.50,2.80,Safe
2023-09-11,2,0.60,2.40,Safe
2023-09-12,5,1.00,2.10,Safe
2023-09-13,7,0.80,1.90,Safe
2023-09-14,9,4.00,2.30,Safe
2023-09-15,10,0.30,1.90,Safe
2023-09-16,3,3.90,2.30,Safe
2023-09-17,6,6.20,3.00,Safe
2023-09-18,4,8.10,3.90,Safe
2023-09-19,12,16.80,6.30,Safe
2023-09-20,8,8.80,6.70,Safe
2023-09-21,5,1.80,5.80,Safe
2023-09-22,1,0.80,4.90,Safe
2023-09-23,9,1.10,4.20,Safe
2023-09-24,11,1.30,3.70,Safe
2023-09-25,2,5.10,3.90,Safe
2023-09-28,10,0.30,3.30,Safe
2023-09-29,6,14.70,5.40,Safe
2023-09-30,3,0.80,4.50,Safe
2023-10-01,7,0.80,3.90,Safe
2023-10-02,8,0.70,3.30,Safe
2023-10-03,12,2.10,3.10,Safe
2023-10-04,11,2.30,2.90,Safe
2023-10-05,1,3.00,2.90,Safe
2023-10-06,4,5.80,3.50,Safe
2023-10-07,5,3.00,3.40,Safe
2023-10-08,7,3.50,3.40,Safe
2023-10-09,10,7.10,4.10,Safe
2023-10-10,9,11.60,5.40,Safe
2023-10-11,2,1.30,4.70,Safe
2023-10-12,6,0.30,3.90,Safe
2023-10-13,11,4.90,4.10,Safe
2023-10-14,3,1.60,3.60,Safe
2023-10-15,8,3.10,3.50,Safe
2023-10-16,12,2.50,3.30,Safe
2023-10-17,4,1.60,3.00,Safe
2023-10-19,1,1.60,2.80,Safe
2023-10-20,5,14.10,4.80,Safe
2023-10-21,7,12.10,6.10,Safe
2023-10-22,9,11.30,7.10,Safe
2023-10-23,10,2.10,6.20,Safe
2023-10-24,2,26.20,9.80,Medium
2023-10-25,6,38.30,15.00,High
2023-10-26,3,17.50,15.50,Medium
2023-10-27,8,3.00,13.20,Safe
2023-10-28,5,6.20,11.90,Safe
2023-10-29,4,0.60,9.90,Safe
2023-10-30,11,2.20,8.50,Safe
2023-10-31,1,8.10,8.40,Safe
2023-11-01,12,13.60,9.30,Safe
2023-11-02,2,7.50,9.00,Safe
2023-11-03,7,5.00,8.30,Safe
2023-11-04,9,13.00,9.10,Safe
2023-11-04,3,13.00,9.80,Safe
2023-11-05,4,17.40,0.00,Safe
2023-11-06,6,15.60,12.00,Safe
2023-11-07,10,2.00,10.20,Safe
2023-11-08,8,4.00,9.10,Safe
2023-11-09,1,11.40,9.50,Safe
2023-11-10,5,3.10,8.30,Safe
2023-11-11,7,25.10,11.40,Safe
2023-11-12,12,28.70,14.50,High
2023-11-13,11,5.50,12.90,Safe
2023-11-14,2,20.50,14.30,Medium
2023-11-15,4,11.30,13.70,Safe
2023-11-16,10,10.40,13.10,Safe
2023-11-17,9,34.90,17.10,High
2023-11-18,3,4.50,14.80,Medium
2023-11-19,5,2.60,12.60,Safe
2023-11-20,6,6.20,11.40,Safe
2023-11-21,1,16.90,12.40,Safe
2023-11-22,8,12.40,12.40,Safe
2023-11-23,12,9.70,11.90,Safe
2023-11-24,11,44.00,17.80,High
2023-11-24,7,44.00,22.50,High
2023-11-24,4,44.00,21.90,High
2023-11-25,10,25.50,26.30,High
2023-11-26,2,9.90,23.30,Medium
2023-11-27,3,13.00,21.40,Medium
2023-11-28,6,29.90,23.00,High
2023-11-29,9,10.20,20.60,Medium
2023-11-29,1,10.20,18.70,Medium
2023-11-30,5,51.40,28.20,High
2023-11-30,11,51.40,29.00,High
2023-12-01,4,10.90,26.10,Medium
2023-12-02,8,11.30,23.40,Medium
2023-12-03,12,16.10,22.10,Medium
2023-12-04,10,20.40,21.80,Medium
2023-12-05,3,15.10,20.60,Medium
2023-12-06,7,42.90,24.60,High
2023-12-07,2,1.90,20.50,Medium
2023-12-08,11,53.60,26.50,High
2023-12-09,5,14.50,24.30,Medium
2023-12-10,6,5.00,20.80,Medium
2023-12-11,9,2.80,17.50,Medium
2023-12-12,1,2.70,14.80,Medium
2023-12-13,2,3.30,12.70,Safe
2023-12-14,10,1.00,10.60,Safe
2023-12-15,4,0.10,8.70,Safe
2023-12-16,12,1.90,7.50,Safe
2023-12-17,8,5.20,7.10,Safe
2023-12-18,11,5.90,6.80,Safe
2023-12-19,3,0.20,5.60,Safe
2023-12-22,7,1.20,4.80,Safe
2023-12-23,5,7.40,5.30,Safe
2023-12-24,9,23.00,8.50,Safe
2023-12-25,10,33.70,13.10,Medium
2023-12-26,1,27.40,15.70,High
2023-12-27,6,28.80,18.10,High
2023-12-28,11,30.90,20.40,High
2023-12-29,2,17.30,19.80,Medium
2023-12-30,7,38.10,23.20,High
2023-12-31,5,43.10,26.80,High
2024-01-01,4,23.60,26.20,Medium
2024-01-02,9,19.90,25.10,Medium
2024-01-03,8,25.70,25.20,High
2024-01-04,12,21.40,24.50,Medium
2024-01-05,3,6.40,21.20,Medium
2024-01-06,1,9.20,19.00,Medium
2024-01-07,6,48.00,24.30,High
2024-01-08,11,17.60,23.10,Medium
2024-01-09,5,11.50,21.00,Medium
2024-01-10,10,40.40,24.50,High
2024-01-11,2,27.90,25.10,High
2024-01-12,7,8.00,22.00,Medium
2024-01-13,12,0.80,18.20,Medium
2024-01-14,8,2.10,15.20,Medium
2024-01-15,4,3.10,13.00,Safe
2024-01-16,1,5.90,11.70,Safe
2024-01-17,9,11.40,11.70,Safe
2024-01-18,3,8.60,11.10,Safe
2024-01-19,10,24.40,13.50,Safe
2024-01-21,5,2.70,11.60,Safe
2024-01-22,6,1.50,9.70,Safe
2024-01-23,7,0.60,8.10,Safe
2024-01-24,11,4.40,7.40,Safe
2024-01-25,12,3.00,6.60,Safe
2024-01-26,2,6.60,6.60,Safe
2024-01-27,4,10.90,7.40,Safe
2024-01-28,8,5.30,7.00,Safe
2024-01-29,9,7.80,7.10,Safe
2024-01-30,1,12.50,8.10,Safe
2024-01-31,3,47.50,15.30,High
2024-02-01,10,16.90,15.60,Medium
2024-02-02,7,2.10,13.10,Safe
2024-02-03,6,31.00,16.40,High
2024-02-04,2,6.90,14.70,Medium
2024-02-05,12,24.90,16.50,Medium
2024-02-06,5,17.90,16.80,Medium
2024-02-08,1,2.50,14.20,Medium
2024-02-09,8,15.40,14.40,Medium
2024-02-10,11,11.90,13.90,Safe
2024-02-11,4,20.20,15.10,Medium
2024-02-12,9,3.00,12.90,Safe
2024-02-13,7,3.70,11.20,Safe
2024-02-14,3,8.00,10.60,Safe
2024-02-15,6,13.30,11.10,Safe
2024-02-16,10,35.90,15.60,High
2024-02-17,5,37.00,19.50,High
2024-02-18,2,17.60,19.20,Medium
2024-02-19,12,26.20,20.40,High
2024-02-20,9,16.80,19.80,Medium
2024-02-21,8,15.60,19.00,Medium
2024-02-22,1,2.50,16.00,Medium
2024-02-23,4,2.50,13.60,Safe
2024-02-24,11,5.10,12.00,Safe
2024-02-25,7,10.50,11.70,Safe
2024-02-26,3,1.10,9.80,Safe
2024-02-27,12,22.80,12.20,Safe
2024-02-28,2,48.60,18.80,High
2024-02-29,6,28.00,20.50,High
2024-03-01,10,25.80,21.40,High
2024-03-02,5,23.10,21.70,Medium
2024-03-03,9,20.90,21.60,Medium
2024-03-04,8,14.50,20.30,Medium
2024-03-05,4,1.80,16.90,Medium
2024-03-06,1,18.30,17.20,Medium
2024-03-07,11,16.50,17.10,Medium
2024-03-08,6,19.60,17.50,Medium
2024-03-09,2,11.40,16.40,Medium
2024-03-10,3,2.40,13.90,Safe
2024-03-11,7,9.20,13.00,Safe
2024-03-12,12,15.00,13.40,Safe
2024-03-13,9,18.10,14.20,Medium
2024-03-14,5,18.10,14.90,Medium
2024-03-15,10,8.20,13.70,Safe
2024-03-16,8,24.10,15.60,Medium
2024-03-17,11,18.30,16.10,Medium
2024-03-18,4,2.30,13.60,Safe
2024-03-19,1,0.40,11.20,Safe
2024-03-20,2,0.80,9.30,Safe
2024-03-21,3,1.80,7.90,Safe
2024-03-22,6,7.50,7.90,Safe
2024-03-23,12,18.00,9.70,Safe
2024-03-24,9,4.60,8.80,Safe
2024-03-25,7,12.90,9.50,Safe
2024-03-26,5,17.00,10.90,Safe
2024-03-27,10,36.60,15.60,High
2024-03-28,8,19.80,16.30,Medium
2024-03-29,4,10.00,15.20,Medium
2024-03-30,11,11.80,14.60,Medium
2024-03-31,2,10.40,13.80,Safe
2024-04-01,6,35.70,17.80,High
2024-04-02,3,23.00,18.70,Medium
2024-04-03,12,13.00,17.70,Medium
2024-04-04,1,55.70,24.60,High
2024-04-05,9,10.40,22.00,Medium
2024-04-06,5,6.10,19.10,Medium
2024-04-07,8,2.20,16.00,Medium
2024-04-08,7,2.50,13.60,Safe
2024-04-09,6,7.60,12.50,Safe
2024-04-10,11,19.10,13.70,Safe
2024-04-11,10,12.10,13.40,Safe
2024-04-12,3,34.00,17.20,High
2024-04-13,2,4.40,14.80,Medium
2024-04-14,1,29.70,17.50,High
2024-04-15,12,19.40,17.90,Medium
2024-04-16,4,5.10,15.60,Medium
2024-04-17,7,9.20,14.40,Medium
2024-04-18,9,1.60,12.10,Safe
2024-04-19,5,15.90,12.80,Safe
2024-04-20,6,11.60,12.60,Safe
2024-04-21,11,5.90,11.30,Safe
2024-04-22,8,10.70,11.20,Safe
2024-04-23,4,20.80,13.00,Safe
2024-04-24,3,16.60,13.60,Safe
2024-04-25,2,37.00,17.90,High
2024-04-26,1,6.10,15.70,Medium
2024-04-27,12,17.70,16.10,Medium
2024-04-28,7,3.00,13.70,Safe
2024-04-29,10,5.40,12.20,Safe
2024-04-30,11,1.70,10.30,Safe
2024-05-01,5,7.80,9.80,Safe
2024-05-02,9,7.30,9.40,Safe
2024-05-03,4,2.60,8.10,Safe
2024-05-04,3,12.20,8.90,Safe
2024-05-05,6,3.70,7.90,Safe
2024-05-06,2,27.90,11.60,Medium
2024-05-07,8,4.20,10.20,Safe
2024-05-08,12,4.50,9.20,Safe
2024-05-09,1,7.30,8.80,Safe
2024-05-10,10,9.10,8.90,Safe
2024-05-11,5,21.70,11.20,Safe
2024-05-12,7,13.60,11.70,Safe
2024-05-13,3,23.00,13.70,Safe
2024-05-14,11,15.00,13.90,Safe
2024-05-15,9,0.60,11.50,Safe
2024-05-16,4,4.30,10.20,Safe
2024-05-17,2,7.90,9.80,Safe
2024-05-18,8,29.20,13.30,Medium
2024-05-19,1,7.30,12.20,Safe
2024-05-20,10,13.20,12.40,Safe
2024-05-21,6,10.40,12.00,Safe
2024-05-22,5,19.30,13.40,Safe
2024-05-23,7,9.40,12.60,Safe
2024-05-24,12,115.10,31.30,High
2024-05-25,2,21.20,5.00,Safe
2024-05-26,9,16.50,27.10,Medium
2024-05-27,3,5.40,23.10,Medium
2024-05-28,11,4.30,19.70,Medium
2024-05-29,10,2.70,16.60,Medium
2024-05-30,8,2.60,14.10,Medium
2024-05-31,4,2.70,12.00,Safe
2024-06-01,1,3.70,10.50,Safe
2024-06-02,6,11.80,10.70,Safe
2024-06-03,5,4.70,9.60,Safe
2024-06-04,12,3.80,8.60,Safe
2024-06-05,2,0.10,7.00,Safe
2024-06-06,7,2.20,6.20,Safe
2024-06-07,3,3.70,5.70,Safe
2024-06-08,9,3.10,5.20,Safe
2024-06-09,11,3.60,4.90,Safe
2024-06-10,8,3.30,4.60,Safe
2024-06-11,10,12.30,6.00,Safe
2024-06-12,1,20.50,8.70,Safe
2024-06-13,6,3.80,7.80,Safe
2024-06-14,2,5.30,7.30,Safe
2024-06-15,4,6.20,7.10,Safe
2024-06-16,7,4.60,6.70,Safe
2024-06-17,12,2.60,5.90,Safe
2024-06-18,3,5.80,5.90,Safe
2024-06-19,9,6.90,6.10,Safe
2024-06-20,5,1.40,5.20,Safe
2024-06-21,10,2.80,4.80,Safe
2024-06-22,1,1.70,4.20,Safe
2024-06-24,2,7.20,4.80,Safe
2024-06-25,11,22.90,8.10,Safe
2024-06-26,9,1.20,6.80,Safe
2024-06-27,6,3.30,6.20,Safe
2024-06-28,4,12.00,7.20,Safe
2024-06-29,8,26.30,10.70,Medium
2024-06-30,7,9.50,10.50,Safe
2024-07-01,3,23.40,12.80,Safe
2024-07-02,5,8.30,12.00,Safe
